#OTU ID	SRR14065308	SRR14065340	SRR14065341	SRR14065392	SRR14065395	SRR14065400	SRR14065406	SRR14065408	SRR14065413	SRR14065418	SRR14065429	SRR14065444	SRR14065495	SRR14065520	SRR14065527	SRR14065559	SRR14065561	SRR14065565	SRR14065566	SRR14065606	SRR14065629	SRR14065676	SRR14065680	SRR14065689	SRR14065714	SRR14065724	SRR14065760	SRR14065764	SRR14065780	SRR14065800	SRR14065801	SRR14065802	SRR14065805	SRR14065812	SRR14065820	SRR14065848	SRR14065866	SRR14065871	SRR14065884	SRR14065898	SRR14065911	SRR14065914
0071ef14fbfad85046d411896a863c01	0	1	220	0	0	35	0	0	0	46	0	0	0	104	0	36	39	0	0	2	0	0	22	0	0	0	0	0	0	30	35	0	0	44	116	0	87	42	0	0	0	0
00786f1fa47b70714a3bbc235cb4bb34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00b74d2891ff90170e02cf9e8d470931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
01902389aca39c047eb2e1d703a8beb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01c7f788503e9b69650798fc4e09a752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
02a034c2326f880c59737bb7fc861d6a	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
0310d4e31293d4f2724e84da75794775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
03180130325e3a2120a8effe3365c2b1	0	123	0	0	0	0	1	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	3	0	0
0491d60f93cf793d9de07ae6ae7764a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
04aebadda2a53017d63d227303457a6d	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
05e05e7af62fc92a0675a51043437c23	0	4	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
0617473f33fd3ab42aea04e0e9e7340d	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
078f29da0ba066ab75728f10dc1b44ae	12888	1365	0	0	9557	0	1	0	7	0	1	0	684	0	0	0	0	0	0	0	11	255	0	2	0	0	0	0	2	1	0	0	0	0	1	69138	0	0	386	516	11	5449
08af75dd89398bd6c309b28e3804ec2e	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09e757a82b16f3a776ee7160be2e6f7f	7	27	108	18	0	3	8	0	10	27	9	49	51	428	345	55	27	1	30	34	11	1	38	2	8	170	0	0	0	2	197	25	3	76	14	0	56	5	0	1	97	0
0a34c46263f865dcca8ac971a3d67f7e	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b4d1957b63754cb79bf91bff43a973d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0b86245e284854643c6bdfb6375e2c4a	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bccffceae38132dc1c04799b491958b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
0c53945d1b1e48f9030d2cf4c0f1dec4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0db132019fc2e14c6158ea3dc56ef761	0	0	2	0	0	0	1	0	0	0	0	0	0	135	0	0	148	1	677	10	0	0	0	0	0	0	0	0	0	0	184	659	1	0	0	0	0	0	0	0	0	0
0db80763d08eb95f6bc0a040a8ebeae0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0e93d24a367e66b5ae764a069374abbf	7	4	8	0	6	2	21	4	10	2	1	0	25	3	0	0	0	0	0	1	1	62	3	20	1	3	49	82	1	0	12	0	6	2	7	18	4	1	7	158	2	280
0eb783e53ae300b07a9631565db8b196	4	6	0	1	0	0	0	0	0	1	2	0	6	4	6	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	4	0	1	6	3	0	3	1	0	0	4	0
0fc0d02136637ce93e4180f112f56955	179	60	4	0	9	0	0	0	0	2	0	8	771	0	3	0	0	0	0	0	0	7	0	1421	38	0	0	0	82	0	0	0	0	1	1	0	0	0	22	2907	148	106
10a2fa2b4a929051283ce9462a81f446	324	408	170	0	643	2	50	3	0	146	258	0	172	1	30	1	0	1	0	1	7	8079	297	15	12	30	2946	44	9	0	9	0	3	14	15	4206	0	35	8047	1393	868	813
10a39234c451fc31fbdab4856a699258	1	2	2542	723	0	222	2082	283	0	450	0	597	0	1674	175	382	435	20	237	178	1628	2	1829	0	3	422	1	0	0	219	1021	343	315	647	1087	0	995	2995	0	2	0	0
111df4331c47f9bbdadbd0abc74a9e47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
1231f49abb19bbcbbad767795a2709db	202	16	251	35	1	10	127	518	33	30	623	65	422	138	9	164	276	30	72	20	434	95	2680	28	5	31	169	478	10	18	405	12	211	244	147	139	192	46	227	141	19	630
155a0e52e17a1bd8e097e2cc9142906f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
16fe3ae06eb1f31c97a341a643e61ada	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
1760812f89ade27da503a7d33f903f11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17e994face6cbb8df85e9620f2422117	0	0	0	80	0	1	68	0	0	13	0	6	882	502	14	0	796	0	193	16	194	2288	0	0	0	1	0	0	0	0	131	89	2	34	1	0	0	74	0	0	0	0
199c401832167143dcaba91ccd7fddb7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	3	0	0	0	0	4	5	0	1	0	0	0	0	0	0
1a933f9e6a0d9df2badc1d5177f510b2	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ad4ba20218ced7bd629e308f7d7eaaf	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
1d2f7c7c687fa06a78ff2616e0ed6e94	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1dbfb5da3c9bef58179011201accdb56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0
212db3fb7f4479fb86c3e7bde12a52da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
23254d5b088a633a8474eb164ad2d810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
23a8b2d0e62d121304f7812b25e27a26	0	5	177	0	0	0	1	0	0	19	2	0	0	0	3	0	0	0	3	5	0	0	3	2	0	2	0	0	0	0	0	1	0	2	0	0	0	2	7	4	2	0
25503731b0d1a72bca5363a12fec6694	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27aaf136de3b6eb5e296b0df1c105262	0	0	1205	24	0	0	6	11	1	226	0	31	1	402	202	160	57	0	18	19	51	22	248	2	20	115	0	1	0	0	114	56	12	141	0	0	231	9	0	0	0	0
27bf571b06d18cdc437cf2a58bcd0d92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
29d229105ffad984efb45ec0e6b3a667	6	0	47	41	0	17	21	0	8	0	0	4	0	99	28	0	76	1	253	157	12	0	7	0	9	46	0	0	0	4	109	140	0	0	15	0	0	5	0	0	0	0
2ec25b950f335aa8bb5cb9e728fbdd5a	11	0	64	8	0	635	4	17	1	16	0	35	0	36	44	65	3	153	0	7	116	0	1	0	0	182	0	0	0	6	76	0	39	27	78	0	0	0	10	0	0	0
2edba71360528e049e7d5b6f85427931	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	3	0	0	2	0	0	3	6	1	0	1	0	3	1	0	1	0	0	4	9	2	18
2f17f10bd2323a22b5785a85331534ac	1	2	5765	45	0	0	37	35	207	4220	0	376	0	5370	1804	889	672	31	10	107	190	390	2378	2	289	781	6	1	0	0	1725	122	85	1953	1	0	2473	55	1	5	3	0
305e88c9b72912871f4e45fb3124e265	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30a4882804d602c427c66251f73f186b	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30a5d9ff99fe1c60ac9aa0f4be195b4a	213	239	0	0	131	0	7	66	50	44	11	0	2239	0	80	0	0	4	0	0	0	0	0	2	0	0	488	390	43	0	0	0	2	11	0	2	0	0	2	454	18	0
30b16b4c5715a5e5b5c26e7f1c51f440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32174b1f8d41dd5cdf8ed6b663a5a99e	0	0	0	0	0	47	9	642	0	156	0	243	0	0	0	0	0	357	0	79	0	0	0	0	0	66	0	0	0	0	0	0	607	0	0	0	0	4	0	0	0	0
32f470d97ae19e2eedf563b3c4c5628b	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
345a9aca91c4dcac84fe09e87a709c26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
3584a6c23dac9dba5f5c4672d6cda32d	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0
37aff6547ae9b77cf17c72e5071b861d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
38025f9fc7ef9f3db4ac93a3fc3c5b23	0	425	857	1	0	5	31	33	3	167	13	69	9	32	194	19	104	1	129	52	50	0	14	120	68	160	0	0	1	0	32	124	11	16	2	1	21	80	536	961	204	0
3a5bac35c3e791bc8fa5b0b581e32306	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b51ddfe93898d995143d01c71b4b7d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3bf30ec8de1124e0e20787d09bd36b80	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c71768146b77cdd0cf96413e4025fc0	0	3	17	2	3	0	0	0	0	8	0	0	0	1	0	0	2	0	0	0	0	0	10	0	0	3	1	0	0	0	1	2	1	5	0	0	8	0	2	0	0	4
3d6d8cd2c33789b44a8e9e83bd48bd79	178	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3db33009d767007cd47c31bfae2f4438	1	0	0	6	0	0	5	0	0	2	0	80	0	639	0	0	531	1	0	42	23	0	0	0	0	113	0	0	0	0	555	0	0	207	0	0	0	0	0	0	0	0
3de4c0b039a545de6a586eaf535e598d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3e7a4a63de3a33ab7a363f1175abcaa8	1350	0	128	37	246	4	593	588	957	61	0	31	157	106	49	22	185	0	57	20	85	747	92	6814	1690	78	3118	0	4	10	28	117	10	82	1	0	40	111	2707	4571	5229	4015
3f4ade8624e3f2942f14ba0485e9e099	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4046088f13211281dde179dd8ae012a9	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0
40bbc5e135cace2aef5e588a89d2b0d9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41b71050939230ffe5a562bd2a46ce4c	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	2	0	0	4	0	1	2	0	0	0	0
4251942c1ce6355efed7952509014caa	0	0	1	0	0	0	0	5	0	0	3	0	0	0	0	0	1	4	0	1	0	0	0	0	0	6	0	0	0	0	4	2	5	5	0	0	0	0	0	0	0	0
43ee6acb9bf386c49a02fdf136a4a2fe	57	1	186	150	0	6	30	25	19	0	0	5	0	0	22	27	0	7	55	31	171	0	75	164	0	27	0	1	0	8	1	85	27	46	14	0	83	14	0	0	0	0
45c091359e8d579a3a337929efbeee7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	9	0	0
4698a8ceecc080bd9f1903877b8376bf	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48d6f2748434d8e1c7f192497502cf04	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a5fd6a71c60ccfd3f622d92d710f0fa	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	2
4aa07736fec80d08956925f69a84193f	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
4b5b5f1482508c1d11fd8db3deabf675	1	13	1	0	0	0	0	0	1	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	13	5	0
4c546e24f53b4fe7d85ed3ca3cb6f32f	23115	4	5378	123	0	482	41	273	101	0	0	406	0	2	576	168	0	56	5	369	207	0	1167	1	839	278	0	3	0	1	0	1	187	0	0	0	1791	47	0	0	1	0
4c778b3581948480afc55d711a419cb0	0	1	1	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
